Class_Label,Text
Normal,"Starting tomorrow, 11/28/01 we will be included with the Gas Breakfast and Lunches. However, there will be a cost of $5.00 each or $10.00 total when breakfast is provided. They will have lunch everyday and breakfast only three days of the month, which will be during bid week. I will come around every morning and collect your money...I will then have to provide a list to the Gas people who will be checking your name off as you enter the breakfast/lunch line. Please let me know if you have any questions. REMEMBER...ONLY THOSE WHO GIVE THE $5.00 WILL BE EATING. Thanks for your cooperation, T.Jae Black East Power Trading Assistant to Kevin Presto off. 713-853-5800 fax 713-646-8272 cell 713-539-4760"
Normal,"Harry: Do you think you'll have a chance to work on the various offers today (i.e. Dominion, TVA & ConEd)? If not, could you give me an idea of when this week you think you'll have some time. Thanks, Greg"
Normal,"Today we released additional information about our related party and off-balance sheet transactions. We have made this information available both on our website and in a Form 8-K filing with the Securities and Exchange Commission (SEC). The information provides further details about: -- the $1.2 billion charge to shareholders' equity announced in the third quarter and the transactions related to that charge; -- a restatement of prior years' financial statements to reflect this reduction in shareholders' equity, the consolidation of three entities and prior year proposed audit adjustments and reclassifications; -- the Special Committee appointed by the Enron Board of Directors to review transactions between Enron and related parties; -- the LJM limited partnerships, including a discussion of transactions between Enron and LJM entities; and -- transactions between Enron and other Enron employees. This information addresses a number of concerns that have been raised by our shareholders and the SEC. As our Board's new Special Committee continues its review of various matters, we will continue to cooperate fully with the SEC in its investigation, and we will continue to respond to investor requests so that they can evaluate, appreciate and appropriately value the strength of our core businesses. Restatement of Earnings Based on information that we have recently obtained, Enron and its auditors determined that certain off-balance sheet entities should have been included in Enron's consolidated financial statements pursuant to generally accepted accounting principles. As a result, Enron will restate its financial statements from 1997 to 2000 and for the first and second quarters of 2001. These restatements have no material effect on Enron's current financial position. Here are some details included in the filing: Net income for each period will be impacted by the retroactive consolidation of Joint Energy Development Investments (JEDI) and Chewco beginning in November 1997, the consolidation of an LJM1 subsidiary for 1999 and 2000 and prior year proposed audit adjustments. Enron's current assessment indicates that the restatement will include: -- a reduction of approximately $96 million in 1997 -- a reduction of approximately $113 million in 1998 -- a reduction of approximately $250 million in 1999 -- a reduction of approximately $132 million in 2000 -- an increase of approximately $17 million for the first quarter of 2001 -- an increase of approximately $5 million for the second quarter of 2001 -- a reduction of $17 million for the third quarter of 2001. The consolidation of JEDI and Chewco also will increase Enron's debt by approximately $711 million in 1997, $561 million in 1998, $685 million in 1999 and $628 million in 2000. The restatement will have no material impact on Enron's reported earnings for the nine-month period ending September 2001. You can obtain more detailed information on the items described above by accessing the Form 8-K filing at We will continue to review our strategic, operational and financial position, and we will continue to keep you updated on any developments."
Normal,"The Savings Plan Transition Period Ends Early! We have been working closely with Hewitt Associates to get you access to your Savings Plan account before November 20 and are pleased to announce that the internet site went live as of 8:00 AM yesterday morning, November 13. Log on to benefits.enron.com and check out the new website - you will enjoy the new features. Once again, we have appreciated your patience during the transition period. EnronBenefits . . . keeping pace with your lifestyle."
Normal,"Dear Amazon.com Customer, Come experience the holidays at Amazon.com. We've thought of everything to make your gift giving easier--plus, for a limited time, we're offering free shipping on orders over $99. http://www.amazon.com Whether you're shopping for books and CDs, electronics and DVDs, or housewares and toys, you'll find a huge selection, great deals, and convenient gift services, too: - Wrap & Ship--Let us do the work (you can take the credit). - Wish List--Make shopping easier for your loved ones. - Gift Certificates--Easy, fast, and always appreciated. We hope you'll stop by today and start your holiday shopping now to take advantage of free shipping. Discover how easy it can be to find, buy, give... and relax. http://www.amazon.com Sincerely, Amazon.com Holiday Team We hope you enjoyed receiving this message. However, if you'd rather not receive future e-mails of this sort from Amazon.com, please visit the Help page named Updating Subscriptions and Communication Preferences through the link below, then click the Customer Communication Preferences link. Please note that this message was sent to the following e-mail address: harry.arora@enron.com"
Normal,"Welcome to Enron Center South. As you have probably already noticed, things look a little different here. We wanted to orientate you to your new environment and inform you about the future technology coming on-line in the coming weeks. Occupancy Guidebook To Enron Center South You will find this handy guide on your desk; it contains information concerning the enhanced printer environment, the new easy access keyboards and telephony procedures. NEC Monitors The NEC monitors have an internal anti-glare screen to help reduce eye strain and eliminate the need to install an additional screen cover. Additionally, an integrated speaker has been installed on one monitor for each desk. Turret Users An ""Alliance MX turret quick reference guide"" has been placed on your desk; this includes important information about the new features such as ""Caller ID"" and ""Voicemail Indication"". Increased Information Access There are many NEC 50"" Plasma screens installed on the 5th and 6th floors. While many of these will be displaying information designed for the specific unit, others will be displaying various television channels. The audio to these television channels can be accessed via any of your telephony equipment. Here's how: Ten audio channels have been set up for access from your either your Avaya telephone, Stentophon, or IPC Turret. The channels have been defined on Page 15 of your Turret. To access the audio from either your Avaya or Stentophon, simply dial the extensions shown in the table below: Channel Avaya Stentophon Weather Channel 12401 801 CNN Headlines News 12402 802 CNN Financial News 12403 803 CNBC 12404 804 MSNBC 12405 805 Bloomberg 12406 806 Financial News Network 12407 807 CNN 12408 808 Fox Sports 12409 809 ESPN1 12410 810 Wireless Telephony You may notice the cellular phone coverage is not consistent across the floor, and some areas have virtually no coverage at all. We are implementing a multi-network ""in-building"" system to provide consistent high quality service for the campus, keeping you in touch while you are on the move. Wireless LAN The infrastructure to support Wireless LAN technology is in place and is being tested. We will be implementing multi level encryption and security to keep our intellectual property safe from eavesdroppers or hackers. Amtel Replacement As a move to provide a more flexible ""Plug n Play"" environment and to help with the reduced desk footprint, we have replaced the Amtel message boxes with Microsoft Exchange Instant Messaging. The Global Messaging Team is testing additional software products to provide some of the features not available with Exchange Instant Messaging; these include one-touch response keys, external LED display, and printing. Updates will be provided as they become available. Keeping an Open forum We will keep you informed of the changes and developments as the migration to the building continues, please feel free to respond with any comments, queries or suggestions to"
Normal,This request has been pending your approval for 137 days. Please click to review and act upon this request. Request ID : 000000000041547 Request Create Date : 6/19/01 7:50:30 AM Requested For : jaime.gualy@enron.com Resource Name : - [Read] Resource Type : Directory
Normal,"Hello Harry, With all this news about Enron in the news lately, I couldn't help but think about you. Are you still there on one of the unfortunate ones? Brian Scholte bscholte@email.com"
Normal,"Harry, Welcome back. Here is were we stand with the options on financial swaps. We should be getting more information later this week. Jaime -----Original Message----- From: Meredith, Kevin Sent: Wednesday, November 21, 2001 7:21 AM To: Gualy, Jaime Subject: FW: Power Fin Swaption description Jaime, Here is where we stand. While they look at the language, I will be getting a little ahead by building all the elements in our TEST database for the purpose of testing. For your knowledge, the pieces that take the longest are legal review and testing. However, on this particular product/product type, we will be building everything from scratch. We are not typically faced with this requirement, but we will get it done as quickly as possible. Let me know if you have questions. Kevin -----Original Message----- From: Hansen, Leslie Sent: Tuesday, November 20, 2001 8:58 PM To: Meredith, Kevin Subject: RE: Power Fin Swaption description Kevin: I wanted to be sure to touch base with you before the holidays. I forwarded the Swaption to Brent Hendry last week. The power components of the product is already done -- the floating price language -- so the only piece requiring review is strictly financial. I will review as well but need Brent's comments. Leslie -----Original Message----- From: Meredith, Kevin Sent: Thu 11/15/2001 11:32 AM To: Hansen, Leslie Cc: Gualy, Jaime; Walker, Chris; Hoang, Charlie Subject: Power Fin Swaption description Leslie, Please review the attached document containing the long description for power swaptions, and make any changes you feel necessary. <<Power swaption.doc>> Kevin Meredith EnronOnline (713) 853-9555"
Normal,IF YOU ARE PLANNING ON EATING BREAKFAST AND LUNCH TOMORROW PLEASE COME SEE ME WITH CASH!!!! THANKS T.Jae Black East Power Trading Assistant to Kevin Presto off. 713-853-5800 fax 713-646-8272 cell 713-539-4760
Normal,"Hi Harpreet, testing email id. pls acknowledge receipt. Thanks Gurdeep Kaur Global Messaging Services (Lucent) * gkaur1@lucent.com Phone (732)949-6106"
Normal,"The Payment status has changed on the following report: Status last changed by: System Expense Report Name: East Power Lunch Meeting Report Total: $64.00 Amount Due Employee: $64.00 Amount Approved: $64.00 Amount Paid: $128.00 Approval Status: Approved Payment Status: Paid To review this expense report, click on the following link for Concur Expense. http://expensexms.enron.com"
Normal,"TODAY: Equity research columnist Dave Sterman discusses what investors might take from news concerning network bellwether Cisco (CSCO), John Filar Atwood looks for valuable ideas among the debris of the telecom stock scene, and columnist Ben Mattlin writes about a trio of South Korean telcos. ======================== Sponsored by ========================= Get 10 FREE issues of Investor's Business Daily. More than just a newspaper, Investor's Business Daily is a unique research tool designed to identify winning stocks with insightful charts and ratings you can't find anywhere else.This offer carries no obligation and there's nothing to cancel. Below --------- Investment ideas Broker reports Sponsored report Investment ideas 1. True value: Strength lurks behind poor valuations Solid historical performance suggests these equipment stocks may continue to provide value in 2002 by John Filar Atwood, equity research columnist You really can't blame investors if they would rather just leave the telecom equipment industry alone until 2003. This year, communications equipment shipments fell by 22 percent, the largest single year drop since the 1950s. With capital spending budgets getting slashed for 2002, analysts are forecasting another three percent decline in equipment sales next year. If that happens, it would be first time ever that communications equipment sales dropped in two consecutive years. Investors willing to stick with the industry will have a tough time singling out companies that can provide value under existing conditions. Click here to read more: 2. Outlook 2002: Will price wars scramble wireless? Investors may have to brace themselves, but service may outpace price in customers' values By Dave Sterman, equity research columnist Who'll be the first to blink? Analysts aren't really focused on this issue yet, but price wars may be looming in the wireless sector, scrambling the sector and confounding expectations. Sprint PCS (PCS), Nextel (NXTL), AT&T Wireless (AWE), Verizon (VZ), Cingular (a joint venture between BellSouth (BLS) and SBC (SBC)) and VoiceStream (a unit of Deutsche Telecom (DT)) are close to completing their respective nationwide expansion plans. That means that consumers in almost every major metropolitan area now have at least three or four wireless carriers from which to choose. And that means it won't be too long before these firms start scrambling to poach each other's customers. Unless these carriers can show remarkable restraint, price wars could soon become the dominant theme in the sector. Click here to read more: 3. 2002 network outlook: All eyes on Cisco (CSCO) A plethora of smaller companies are nipping at its heels, but all they may get is bone By Dave Sterman, equity research columnist What do Juniper Networks (JNPR), Foundry Networks (FDRError! Hyperlink reference not valid.Y), Extreme Networks (EXTR) and Riverstone Networks (RSTN) have in common? They all sport a market capitalization in excess of $1 billion (despite the massive tech sell-off of the last 18 months), and they all toil in the looming shadow of Cisco Systems (CSCO). Although growth investors continually check the pulse of these other tech upstarts, they can't do research in a vacuum. As goes Cisco, so goes these networkers. To be sure, these companies can try and wrest a few points of market share from Cisco. But if the market for switches and routers doesn't rebound sharply, share gains will result in only a minor revenue uptick. And no one has greater visibility into the direction of the networking market than Cisco. So when Cisco CEO John Chambers speaks, the sector listens. Click here to read more: 4. International wires: Korea advancement Three telcos in Korea are well positioned for long-term growth and attracting analyst interest. By Ben Mattlin, equity research columnist A recent report from CLSA Emerging Markets (Dec. 13, 2001) hailed South Korea as ""one of the world's leading telecom markets."" The report cited the rapid growth of both cellular and broadband in this nation of 50 million, and ended with the rhetorical question, ""Isn't it an obvious market in which to be overweight?"" A quick screening of international telcos with an average analyst rating of 2 (""buy"") or better confirms the assertion; in fact, there are three companies passing this screen that are based in South Korea. Click here to read more: ======================== Sponsored by ========================= What do you want from a broker? Competitive pricing? Try Scottrade, where customers benefit from our low price points. Trade stocks for $7, get free Streaming Quotes & Charts, choose from 8000+ Mutual Funds with no transaction fees, open a no-fee IRA and more! Quality Service? Scottrade ranked #1 Broker! 145+ Offices - Apply now! Broker reports 1. SPECIAL TOWER REPORT: Leaning towers The analysts discuss industry leverage, possible consolidation, a Q3 review, plus individual profiles on American Tower (AMT), Crown Castle (CCI), SBA Comm. (SBAC), SpectraSite (SITE) and Pinnacle Holdings (BIGT). (46-page report for purchase - $100) 2. SPECIAL REPORT: Global telecom spending & terror impact Looking beyond the reduction in telecom related activity, eMarketer reviews growth opportunities and predicted spending increases over the next 3 years. Also, a discussion of anticipated IT rebuilding costs following the terror attacks. (7- page report for purchase - $30) 3. EDITOR'S PICK: Tech specs and wrecks Dundee discusses warnings out of Ciena (CIEN) and Lucent (LU) and the implications for telecom. Also, their outtake on a recent visit to Nvidia's (NVDA) headquarters, the firm's insight into the future of wireless, and more. (10-page report for purchase - $25) ======================== Sponsored by ========================= It's here! The Multex Investor Toolbar Now you can get broker research, quotes, charts and company information from anywhere on the Web. Free sponsored report 1. FREE SPONSOR REPORT: The firm includes its ""fair value"" recommendation for the stock as well as key investment positives and negatives. You can read this report and others by registering for the firm's free- research trial. Click here to register at Multex Investor: Click here for The Telecomm Analyst homepage: If you'd like to learn more about Multex Investor, please visit: If you can't remember your password and/or your user name, click here: If you want to update your email address, please click on the url below: To remove yourself from this mailing list, please REPLY to THIS email message with the word UNSUBSCRIBE in the subject line. To remove yourself from ALL Multex Investor mailings, including the Daily Update and The Telecomm Analyst, please respond with the words NO EMAIL in the subject line. You may also unsubscribe on the account update page at: Please email your feedback to The Telecomm Analyst, include TTA in the subject line at: investor.feedback@multex.com Please send your questions and comments to: investor.help@multex.com Please email advertising inquiries to us at: advertise@multex.com Like a specific article? Now you can send it to a friend with just a click. Check out the send to a friend feature next to each article. To advertise in this e-mail, ASK FOR TTA at: advertise@multex.com"
Normal,"Dear Reader, Get 2 free issues of the Review plus a free digital camera! You have been selected to receive 2 free trial issues of the Far Eastern Economic Review, Asia's most authoritative business magazine. And when you subscribe now, you will enjoy a saving of up to 59% off our cover price, plus receive an A-max Digital Camera, absolutely free! Every week, the Review breaks new ground with business and political insights that give you a powerful edge in doing business in Asia. Don't miss the opportunity to take up this time-limited special offer now! Introducing Review's new China section. China is changing fast and opportunities abound, but only for those who have access to, and understand the ongoing impact these changes will have on doing business in China. Now Review correspondents unearth news and insights to provide a comprehensive weekly briefing - this is a must-read for anyone doing business in or with China! Make a smart move and subscribe now! If you subscribe now, you'll receive two complimentary issues of the Review, plus an A-max Digital Camera, absolutely free! You will also enjoy a saving of up to 59% off our cover price when you subscribe. Otherwise, the two free issues are yours to keep. Take advantage of this very special offer now! For your free issues or to subscribe, please click the following: Yours sincerely, Philip Revzin Publisher Far Eastern Economic Review If you do not wish to receive email from us in the future, please send a blank email to unsubscribe@pmail.feer.com"
Normal,"THE LIGHTHOUSE ""Enlightening Ideas for Public Policy..."" Vol. 3, Issue 51 December 24, 2001 IN THIS WEEK'S ISSUE: 1. Defunct ""Stimulus"" Package Is Uncle Sam's Unintended Gift 2. Ode to John Ashcroft and Civil Liberties 3. A Christmas Reflection 4. More Year-end Giving Tips -- plus a Bonus! Welcome to The Lighthouse, the e-mail newsletter of The Independent Institute, the non-politicized, public policy research organization <http://www.independent.org>. If you know someone who would enjoy THE LIGHTHOUSE, please forward this issue. If they like it, they can add themselves to the list at DEFUNCT ""STIMULUS"" PACKAGE IS UNCLE SAM'S UNINTENDED GIFT Uncle Sam sent taxpayers an unexpected gift last week: an economic ""stimulus"" package that never made it off Capitol Hill. Many economists, critical of the proposed government spending increases, have pointed out that the economy had already started to show signs of recovery anyway. Other critics correctly point out that the ""stimulus"" had enough pork to keep special-interest groups hibernating high on the hog till next winter. There is, however, another reason to have frowned at Washington's ""stimulus"" proposals and to rejoice at their demise. Government ""stimulus"" packages are not, as environmentalists might say, ""sustainable."" They merely crowd out or postpone increases in private investment -- the fuel of economic recovery. And when a government ""stimulus"" is financed by inflation, it tends to undermine the source of that fuel: capital formation. This holiday season we can thank Congress for its inability to agree to ""help"" the economy. But, unfortunately, we're still haunted with visions of Christmas past, when bad legislation has gone back to conference committees only to be return as even worse legislation. Too bad Washington, DC, doesn't have a ""no returns"" policy. For more on the economic benefits of political gridlock, see ""Divided We Stand, United We Fall,"" by Richard Vedder, senior research fellow at The Independent Institute, at Also see, ""Is Macroeconomics Believable?"" by Ben W. Bolch (THE INDEPENDENT REVIEW, Spring 1998), at ODE TO JOHN ASHCROFT AND CIVIL LIBERTIES So long as Americans have freedom of speech, there is hope that the flame of liberty will remain lit. In that spirit, we offer the following ditty posted on the website of The Nonviolence Web. ""Ode to John Ashcroft and Civil Liberties"" (Sung to the tune of ""Santa Claus is Coming to Town"") You better watch out, You better not pout, You better not cry. I'm telling you why. John ashcroft's coming to town. He sees you with your lawyer. He listens to every phone; He reads everyone's email, and he locks you all alone. With little tin guns And tiny cellphones Rooty hoot, hoot, he's breaking in homes, Big Brother is coming to town. He knows when you are traveling. He knows who you're around; Tried in military courtrooms, Not a lawyer can be found. He's makin' a list, and checking for race, Gonna arrest those who are dark of face. Big Brother's coming to town. You better watch out, You better not pout, You better not cry. I'm telling you why. Big Brother's coming to town. See Also see: ""Looking Who's Looking,"" by Ron Gurantz, (10/22/01), at ""Watching You: Federal Surveillance of Ordinary Americans,"" by Charlotte Twight (THE INDEPENDENT REVIEW, Fall 1999) ""Conning Congress: Privacy and the 1994 Commuications Assistance for Law Enforcement Act,"" by Charlotte Twight (THE INDEPENDENT REVIEW, Fall 2001) A CHRISTMAS REFLECTION Christmas, a holiday rooted in both Christianity and pre-Christian celebrations of the winter solstice, is also an appropriate time to reflect upon the secular values that have helped Western civilization over the course of two tumultuous millennia. Among these values: freedom of conscience, peace on Earth, and goodwill toward men. These values transcend any particular religion; they are in fact articulated in varying degrees by most of the world's religions. Yet they have found their fullest expression in the West. Why? Because in Western culture more than in any other, the individual counts. ""This empowerment of the individual is unique to Western civilization,"" writes Paul Craig Roberts. And it is this individualist precept -- respect for the dignity and worth of each human life -- that holds the key to understanding the unique institutions of the West. The West's individualism, writes Roberts, ""permits an individual person to put his or her foot down, to take a stand on principle, to become a reformer and take on injustice.... It has made the individual a citizen equal in rights to all other citizens, protected from tyrannical government by the rule of law and free speech."" Just as freedom in the West has unleashed in the marketplace the progressive forces of what one economist termed ""creative destruction,"" so freedom in the West has unleashed a similar phenomenon in the marketplace of ideas. This perhaps is the West's supreme paradox (and achievement) -- its tradition of questioning even tradition itself. Concludes Roberts: ""Be we religious or be we not, our celebration of Christ's birthday celebrates a religion that made us masters of our souls and of our political life on Earth. Such a religion as this is worth holding onto even by atheists."" See ""The Greatest Gift,"" by Paul Craig Roberts (12/19/01), at Also see, ""The Drama of Western Identity,"" by David Gress (THE INDEPENDENT REVIEW, Winter 2000) at and ""Freedom of Religion and Public Schooling,"" by James Otterson (THE INDEPENDENT REVIEW, Spring 2000) at MORE YEAR-END GIVING TIPS -- PLUS A BONUS! Last week's LIGHTHOUSE item regarding making a year-end contribution inadvertently omitted the qualifier *federal* taxes in discussing the tax ramifications of gifting stock. As state and local tax codes can have varying provisions, be sure to check these -- and, as always, with your own tax adviser -- prior to making a charitable gift decision involving stock. Remember, there are still seven days in which to take advantage of possible savings off of your 2001 taxes by giving to The Independent Institute. Your support will help us continue producing our popular, weekly, e-mail newsletter, THE LIGHTHOUSE, as well as pursuing innovative and path-breaking solutions to today's pressing challenges. If you've already made a gift this year, your expanded support with an additional year-end bonus contribution will help fuel even greater efforts. You may mail a check dated prior to the end of the year, or call, email, or fax us your credit card number and amount of donation you wish to make. For further information on the benefits from various Independent Associate Membership levels, please visit the following: If you prefer to give using securities, it's easy to do so via an electronic transfer. Call, fax or e-mail us for easy instructions on doing so. Again, contributions to The Independent Institute are tax-deductible to the extent allowable by law, and are used to further efforts to expand the benefits of a free society. Plus, as our gift to you, with your membership of $100 or more, you will receive a FREE copy of one of the following new Independent Institute books, American Health Care, Can Teachers Own Their Own Schools?, Cutting Green Tape, Fire & Smoke, or Writing Off Ideas (please specify). For further information about giving to The Independent Institute and to select your Free book, please visit: Thank you again for your support! For previous issues of THE LIGHTHOUSE, see For information on books and other publications from The Independent Institute, see THE LIGHTHOUSE, edited by Carl P. Close, is made possible by the generous contributions of supporters of The Independent Institute. To subscribe (or unsubscribe) to The Lighthouse, please go to choose ""subscribe"" (or ""unsubscribe""), enter your e-mail address and select ""Go."" THE LIGHTHOUSE ISSN 1526-173X Copyright ? 2001 The Independent Institute 100 Swan Way Oakland, CA 94621-1428 (510) 632-1366 phone (510) 568-6040 fax"
Normal,Your address has been removed from the Ligthouse subscription list. We hope you will rejoin us in th future. Thank you.
Normal,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment. Your e-mail has been quarantined and is being held at the MailSweeper server. Sender: techserve@satyam.net.in Date: Mon, 24 Dec 2001 12:01:25 +0530 Subject: FW: Xmas Attachment Type: Scenarios/Incoming/Inbound EXE Catcher: A filename matching the file mask was detected: 'christmascard.exe'. If the intended email is of valid business-related content and you believe it requires Enron resources to retrieve it, you may call your Help Desk and ask to have it released from quarantine and delivered to your e-mail Inbox. Your message will be scanned and checked for viruses prior to requested release. If it contains a virus or there is reason to suspect it is malicious code, it will not be delivered. North American Resolution Center: 713 853 1411 European Resolution Center: 0044 207 78 36777 EES Help Desk: 888 853 9797 ETS Solution Center: 713 345 4745 (Houston) or 402 398 7454 (Omaha) Please DO NOT reply to this address as it is not a monitored system mailbox."
Normal,This request has been pending your approval for 27 days. Please click to review and act upon this request. Request ID : 000000000076886 Request Create Date : 11/20/01 12:47:06 PM Requested For : hai.chen@enron.com Resource Name : Reuters Kobra 3.5.1 Resource Type : Applications
Normal,This request has been pending your approval for 138 days. Please click to review and act upon this request. Request ID : 000000000041547 Request Create Date : 6/19/01 7:50:30 AM Requested For : jaime.gualy@enron.com Resource Name : - [Read] Resource Type : Directory
Normal,This request has been pending your approval for 137 days. Please click to review and act upon this request. Request ID : 000000000041547 Request Create Date : 6/19/01 7:50:30 AM Requested For : jaime.gualy@enron.com Resource Name : - [Read] Resource Type : Directory
Normal,This request has been pending your approval for 138 days. Please click to review and act upon this request. Request ID : 000000000041547 Request Create Date : 6/19/01 7:50:30 AM Requested For : jaime.gualy@enron.com Resource Name : - [Read] Resource Type : Directory
Normal,"Dear Rajan, Sat Sri akal How is it no e-mail for so many days. I had sent you one mail asking for your photographs, other documents duly completed are lying with me and these could only be submitted along with a document where your photograph is to be fixed. I want to submit papers now so that when your Dad is back next month, other formalities are completed and he can take possession on special power of attorney sent by you. How is life ? With love, Yours Uncle."
Normal,"Please let me know if you would prefer a hard copy instead of email. Thanks -----Original Message----- From: ""Dan Salter"" <dsalter1@charter.net>@ENRON Sent: Wednesday, November 21, 2001 7:56 AM To: Black, Tamara Jae Subject: FW: Weekly Update -----Original Message----- From: Dan Salter [mailto:dsalter1@charter.net] Sent: Wednesday, November 21, 2001 8:42 AM To: Kevin.M.Presto@enron.com; tjae.black@enron.com Subject: Weekly Update Attached is the weekly update for nuclear plant status. Dan - wrr011119.doc"
Normal,"Dear Amazon.com Customer, We hope your holiday season was as exciting as ours was... though we're not through just yet. Join us for our huge Clearance event and save up to 50% on toy and kitchen items, up to 70% on select books, and much, much more. Plus, if you'd like to clear out some of your own post-holiday clutter, we've made it easy to sell the used items you no longer want. Make money in just a few simple steps: you list it, we sell it, you ship it, and you get paid! Visit our Clearance event today. With our outlet prices and huge selection, you can save money and make money on great items in every store. Sincerely, Amazon.com Outlet Team We hope you enjoyed receiving this message. However, if you'd rather not receive future e-mails of this sort from Amazon.com, please visit the Help page Updating Subscriptions and Communication Preferences through the link below, then click the Customer Communication Preferences link. Please note that this message was sent to the following e-mail address: harry.arora@enron.com"
Normal,"Good morning - these are the levels we will be following today in US, TY,FV, E$, SP: Comments: (times listed are Central) 7:30am Jobless claims (postponed to Fr)i; 9am: Help Wanted Index USH2 TYH2 FVH2 EDM2 SPH2 target 101.16 104.19 105.09 97.53 1178.3 target 100.30 104.10 105.01 97.50 1166.3 target 100.19 104.03 104.31 97.49 1158.8 pivot 100.15 104.01 104.29 97.47 1155.3 pivot 100.08 103.27 104.25 97.45 1151.6 target 100.00 103.19 104.21 97.40 1147.6 target 99.22 103.09 104.13 97.34 1141.3 target 99.01 102.00 103.23 97.17 1138.6 next 12/27 12/28 12/28 cycle Good Luck Today Jon and Warren at the CBOT 312-987-5970 or 800-547-3587, 312-347-5061 This report has been prepared for informational purposes only. It does not constitute an offer, recommendation or solicitation to buy or sell any securities. It is based on information generally available to the public from sources believed to be reliable. No representation is made that the information is accurate or complete or that any returns indicated will be achieved. Past performance is not indicative of future results. Price and availability are subject to change without notice. Additional information is available upon request."
